fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Damery, Johnathan",Liberal Arts,male,White,29,0.644374476,,,,,
"Copus, David",Business Administration,male,Asian/Pacific Islander,38,0.64438731,,,,,
"Knott, Trenton",Natural Sciences,male,White,35,0.644443583,,,,,
"Kwon, Peter",Liberal Arts,male,Asian/Pacific Islander,28,0.644505151,,,,,
"Staib, Hailey",Communication,female,White,31,0.644534909,,,,,
"Williams, Felicia",Natural Sciences,female,Hispanic,34,0.644574595,,,,,
"Lenick II, Blake",Natural Sciences,male,White,34,0.644594206,,,,,
"Ladner, Vincent",Liberal Arts,male,Hispanic,46,0.644606561,,,,,
"Castaneda, Devon",Liberal Arts,female,Other,26,0.644614624,,,,,
"Murillo, Eric",Engineering,male,White,40,0.644615279,,,,,
"Franklin, Barbara",Business Administration,female,Other,36,0.644639492,,,,,
"Small, Hannah",Architecture,female,White,32,0.64465277,,,,,
"Matsuo, Zabiollah",Engineering,male,Asian/Pacific Islander,34,0.644677063,,,,,
"Fuller, Cole",Liberal Arts,male,White,46,0.644681242,,,,,
"Loi, Ka Lok",Business Administration,male,Asian/Pacific Islander,30,0.644720074,,,,,
"Carolina, Jordan",Geosciences,female,Other,60,0.644800109,,,,,
"Del Rio, Ryandre",Communication,male,Hispanic,32,0.644861295,,,,,
"Castiglione, Elizabeth",Fine Arts,female,White,45,0.644876253,,,,,
"Garton, Lakin",Undergraduate Studies,female,White,38,0.644885753,,,,,
"Swink, Jared",Engineering,male,White,35,0.644891952,,,,,
"Rufino, Lawrance",Natural Sciences,male,Hispanic,57,0.644896043,,,,,
"Pocsik, Katie",Nursing,female,White,41,0.644916351,,,,,
"Blancaflor, Emma",Nursing,female,White,53,0.644934978,,,,,
"Bamba, Thai",Engineering,male,Asian/Pacific Islander,37,0.644972905,,,,,
"Arias, Alexander",Natural Sciences,male,Hispanic,38,0.644984605,,,,,
"Martinez, Marissa",Liberal Arts,female,Hispanic,29,0.644995931,,,,,
"Lambright, Amanda",Natural Sciences,female,Asian/Pacific Islander,37,0.645031495,,,,,
"Benitez Lopez, Edgar",Liberal Arts,male,Hispanic,26,0.645037411,,,,,
"Gomez, Isabella",Communication,female,Hispanic,33,0.645109287,,,,,
"Ortega, Jose",Liberal Arts,male,Hispanic,29,0.645161546,,,,,
"Gamez, Stephany",Communication,female,Hispanic,39,0.645194324,,,,,
"Almanza, Danielle",Liberal Arts,female,Hispanic,27,0.645204802,,,,,
"Foelsch, Forrest",Engineering,male,White,40,0.645233604,,,,,
"Harris, Anique",Communication,female,Black,32,0.645235662,,,,,
"Charbonneau, Kristen",Natural Sciences,female,White,43,0.645242916,,,,,
"Suzuki, Dean",Natural Sciences,male,Asian/Pacific Islander,34,0.645276835,,,,,
"Applegate, Joseph",Engineering,male,White,37,0.645288847,,,,,
"Reed, Rhiannon",Fine Arts,female,White,42,0.645300484,,,,,
"Kiteley, Ethan",Business Administration,male,White,36,0.645361676,,,,,
"Seastone, Daisy",Engineering,female,White,39,0.645481856,,,,,
"Chavez, Annamarie",Communication,female,Hispanic,43,0.645598234,,,,,
"Ibarra, Ariana",Natural Sciences,female,Hispanic,35,0.645611452,,,,,
"Vang, Spencer",Social Work,male,Asian/Pacific Islander,23,0.645649869,,,,,
"Walker, Sean",Communication,male,Black,31,0.645665633,,,,,
"Anyanwu, Quiana",Natural Sciences,female,Black,38,0.645669616,,,,,
"Aryal, Lari",Engineering,female,Asian/Pacific Islander,40,0.645670919,,,,,
"Taurchini, Max",Geosciences,male,White,43,0.645673092,,,,,
"Koch, Mariko",Fine Arts,female,Other,41,0.645680853,,,,,
"Tran, Daniel",Architecture,male,Asian/Pacific Islander,28,0.645684518,,,,,
"Edwards, Tucker",Natural Sciences,male,White,36,0.645733441,,,,,
"Au, Angel",Communication,male,Hispanic,36,0.645775171,,,,,
"John-Baptiste, Davieon",Natural Sciences,male,Black,30,0.645783057,,,,,
"Lucas, Vicentia",Business Administration,female,Other,37,0.645808793,,,,,
"Vega-Cervantes, Damian",Business Administration,male,Hispanic,33,0.645833004,,,,,
"Britton, Robert",Undergraduate Studies,male,White,30,0.645833363,,,,,
"Curtis IV, Samantha",Natural Sciences,female,White,33,0.645863291,,,,,
"Anderson, Jacob",Engineering,male,White,42,0.64594816,,,,,
"Sheppard, Raven",Undergraduate Studies,female,White,33,0.645959548,,,,,
"Ordonez, Christopher",Natural Sciences,male,Hispanic,34,0.645960605,,,,,
"Smith, Leah",Liberal Arts,female,White,26,0.646001158,,,,,
"Godwin, Christopher",Liberal Arts,male,Asian/Pacific Islander,24,0.646013358,,,,,
"Czeczuga, Kirsten",Communication,female,Asian/Pacific Islander,37,0.646045303,,,,,
"Mclennan, Juston",Engineering,male,Black,40,0.646100054,,,,,
"Ramirez, Carla",Natural Sciences,female,Hispanic,45,0.646142575,,,,,
"Smith, Alina",Communication,female,White,26,0.646149517,,,,,
"Eldredge, Christopher",Natural Sciences,male,White,42,0.646174467,,,,,
"Ackerman, Felicia",Natural Sciences,female,Asian/Pacific Islander,39,0.646210393,,,,,
"Shook, Kristina",Architecture,female,White,29,0.646216792,,,,,
"Ayres, Haylee",Communication,female,White,32,0.646222197,,,,,
"Entz, Tammy",Natural Sciences,female,Asian/Pacific Islander,42,0.646227614,,,,,
"Bell, Lauren",Liberal Arts,female,White,44,0.646239078,,,,,
"Hernandez, Shantel",Natural Sciences,female,Hispanic,37,0.64626311,,,,,
"Hall, Mark",Natural Sciences,male,White,60,0.646285563,,,,,
"Stolz, Austin",Liberal Arts,male,Other,23,0.646293844,,,,,
"Luna, Sarah",Natural Sciences,female,Hispanic,52,0.646334731,,,,,
"Watters, Rachel",Liberal Arts,female,White,25,0.646385944,,,,,
"Ortega, Lorenzo",Communication,male,Hispanic,34,0.646413168,,,,,
"Fuqua, Jordan",Natural Sciences,female,White,40,0.646430136,,,,,
"Thero, Grant",Liberal Arts,male,White,30,0.646466301,,,,,
"Marquantte, Destiny",Natural Sciences,female,Other,36,0.646501418,,,,,
"Borman, Andrew",Natural Sciences,male,White,30,0.646571537,,,,,
"Aguilera, Jordan",Natural Sciences,male,Hispanic,32,0.646582997,,,,,
"Nguyen, Tuong-Vi",Natural Sciences,female,Asian/Pacific Islander,41,0.646589857,,,,,
"Homyak, Kyle",Liberal Arts,male,White,30,0.646601306,,,,,
"Tepper-Fobes, Alexandra",Natural Sciences,female,White,42,0.646678687,,,,,
"Smith, Khory",Natural Sciences,male,White,38,0.646684708,,,,,
"Than, Malachai",Natural Sciences,male,Asian/Pacific Islander,40,0.646704307,,,,,
"Pamintuan, John",Engineering,male,Asian/Pacific Islander,34,0.646723618,,,,,
"Morgan, Jamie",Natural Sciences,female,White,40,0.646727794,,,,,
"Olson, Kelsy",Undergraduate Studies,female,White,33,0.646782884,,,,,
"Chung, Dallana",Natural Sciences,female,Asian/Pacific Islander,42,0.646819571,,,,,
"Gauna, Desiree",Business Administration,female,Hispanic,38,0.646855052,,,,,
"Magallon, Ruben",Liberal Arts,male,Hispanic,28,0.646882836,,,,,
"Reardon, Kristina",Liberal Arts,female,White,31,0.646894163,,,,,
"Near, Tony",Business Administration,male,White,32,0.64692572,,,,,
"Blanchard, Emma",Social Work,female,White,29,0.646960518,,,,,
"Dunaway, Teale",Architecture,female,White,49,0.647015226,,,,,
"Lombardi, Ismael",Engineering,male,Hispanic,36,0.647020582,,,,,
"Yang, Gabriel",Natural Sciences,male,Asian/Pacific Islander,36,0.647032998,,,,,
"Anderson, Yonatan",Liberal Arts,male,Black,23,0.647077145,,,,,
"Oubkeo, Marissa",Liberal Arts,female,Asian/Pacific Islander,40,0.647146723,,,,,
"Lamorie, Steven",Liberal Arts,male,Hispanic,24,0.647166427,,,,,
"Dominguez Madrid, Chance",Business Administration,male,Hispanic,31,0.647172219,,,,,
"Ji, Jade",Natural Sciences,female,Asian/Pacific Islander,50,0.647218736,,,,,
"Krening, Haley",Liberal Arts,female,White,32,0.647235448,,,,,
"Sullivan, Michael",Natural Sciences,male,Black,38,0.647235867,,,,,
"L'Estrange, Brandon",Liberal Arts,male,White,32,0.647239794,,,,,
"Deherrera, William",Liberal Arts,male,Hispanic,29,0.647347707,,,,,
"Venkateswaran, Henna",Communication,female,Asian/Pacific Islander,60,0.647387872,,,,,
"Owens, Quan",Engineering,male,Asian/Pacific Islander,40,0.647399902,,,,,
"Lasalle, Michael",Engineering,male,Asian/Pacific Islander,39,0.64741307,,,,,
"List, James",Engineering,male,White,39,0.647462678,,,,,
"Manning, Ethan",Liberal Arts,male,White,22,0.647554652,,,,,
"Hollmann, Cory",Liberal Arts,male,White,32,0.64755651,,,,,
"Henderson, Elizabeth",Engineering,female,White,52,0.647573607,,,,,
"Kanamu-Hauanio, Toua",Liberal Arts,male,Asian/Pacific Islander,30,0.647633391,,,,,
"Bocanegra, Jesus",Natural Sciences,male,Hispanic,33,0.647635958,,,,,
"Stahly, Leo",Engineering,male,White,35,0.647639985,,,,,
"Lai, Xin Ni",Natural Sciences,female,Asian/Pacific Islander,41,0.647674001,,,,,
"Dang, Au",Natural Sciences,male,Asian/Pacific Islander,38,0.647707971,,,,,
"Stuber, Molly",Liberal Arts,female,White,60,0.647735009,,,,,
"Ono, Hunter",Business Administration,male,Asian/Pacific Islander,42,0.647767184,,,,,
"Sellers, Spenser",Liberal Arts,male,White,33,0.647768292,,,,,
"Linn, Madison",Liberal Arts,female,White,25,0.647769691,,,,,
"Suarez, Jonathan",Liberal Arts,male,Hispanic,24,0.647815227,,,,,
"Tran, Steven",Liberal Arts,male,Asian/Pacific Islander,28,0.64791916,,,,,
"Ngo, Chasity",Natural Sciences,female,Asian/Pacific Islander,43,0.647935838,,,,,
"Rigg, Heidi",Undergraduate Studies,female,White,33,0.647964005,,,,,
"Lavelle, Cortlan",Natural Sciences,male,White,29,0.647982496,,,,,
"Cisneros-Meier, Jordan",Fine Arts,male,Hispanic,41,0.648009774,,,,,
"Cobbins, Kiah",Business Administration,female,Black,37,0.648030043,,,,,
"Aguilar, Adriana",Natural Sciences,female,Hispanic,34,0.648045315,,,,,
"Folsom, Erin",Business Administration,female,Asian/Pacific Islander,41,0.648049019,,,,,
"Bowland, Luke",Liberal Arts,male,White,26,0.648049545,,,,,
"Potter, Kelly",Natural Sciences,female,White,35,0.648060077,,,,,
"Kim, Noah",Engineering,male,Asian/Pacific Islander,34,0.648087911,,,,,
"Lopez, Alisha",Natural Sciences,female,Hispanic,36,0.648126469,,,,,
"Duran, Jaqueline",Communication,female,Hispanic,44,0.648271951,,,,,
"Castillo, Rolando",Natural Sciences,male,Hispanic,32,0.64827651,,,,,
"Adhikari, Kaine",Natural Sciences,male,Asian/Pacific Islander,38,0.648282218,,,,,
"Candelario, Foifon",Natural Sciences,female,Asian/Pacific Islander,60,0.648285245,,,,,
"Warboys, Rachael",Natural Sciences,female,White,33,0.648296167,,,,,
"Majors, Alison",Undergraduate Studies,female,White,32,0.648314257,,,,,
"Adams, Linnea",Business Administration,female,White,37,0.648327536,,,,,
"Crites, Lisa",Natural Sciences,female,White,36,0.648339612,,,,,
"Mckee, John",Business Administration,male,White,34,0.648354631,,,,,
"Domingues, Aza",Communication,male,Hispanic,28,0.648367849,,,,,
"Riccatone, Kodi",Natural Sciences,female,White,46,0.648375783,,,,,
"Moore, Samuel",Communication,male,White,41,0.648382929,,,,,
"Harr, Carly",Liberal Arts,female,White,28,0.648386713,,,,,
"Schmidt, John",Liberal Arts,male,White,27,0.648443215,,,,,
"Roybal, Montana",Natural Sciences,female,Hispanic,38,0.648488551,,,,,
"Canfield, Shu",Business Administration,female,Asian/Pacific Islander,36,0.648498283,,,,,
"Lovell, Christopher",Liberal Arts,male,Asian/Pacific Islander,32,0.648517531,,,,,
"Bundeson, Reanna",Nursing,female,White,40,0.648539011,,,,,
"Edwards, Zachary",Business Administration,male,White,37,0.648578534,,,,,
"Swopes, Elizabeth",Natural Sciences,female,White,60,0.64859602,,,,,
"Soehnge, Robert",Liberal Arts,male,Hispanic,23,0.648604267,,,,,
"Armijo-Martinez, Alan",Engineering,male,Hispanic,40,0.648628063,,,,,
"Dotson, Tamarra",Undergraduate Studies,female,Black,33,0.648635479,,,,,
"Villarreal, Jace",Communication,male,Hispanic,31,0.648641481,,,,,
"Mosley, Jakob",Liberal Arts,male,Other,28,0.648651753,,,,,
"Palmgren, Kayo",Natural Sciences,male,White,40,0.648753766,,,,,
"Pettis, Brittany",Liberal Arts,female,White,28,0.648755559,,,,,
"Nguyen, Chu",Natural Sciences,male,Asian/Pacific Islander,27,0.64880593,,,,,
"Perrino-Johnson, Elizha",Education,male,Black,49,0.648830313,,,,,
"Spease, Alexandra",Communication,female,White,33,0.648838766,,,,,
"Esparza, Darryon",Communication,female,Hispanic,40,0.648846788,,,,,
"Sampson, Sean",Engineering,male,Asian/Pacific Islander,41,0.648864457,,,,,
"Brauser, Lauren",Communication,female,White,33,0.648870194,,,,,
"Wilson, D'Razhane",Natural Sciences,female,Black,32,0.648879911,,,,,
"Williams, Colten",Business Administration,male,White,37,0.648884265,,,,,
"Lorenzo, Savdeep",Engineering,male,Asian/Pacific Islander,39,0.648886307,,,,,
"Jimenez, Melissa",Natural Sciences,female,Hispanic,35,0.648939587,,,,,
"Moden, Julian",Engineering,male,White,43,0.648954754,,,,,
"Richardson, Morgan",Communication,female,White,38,0.648965342,,,,,
"Gleason, Randall",Education,male,White,32,0.649031979,,,,,
"Diamond, Andrew",Natural Sciences,male,Hispanic,32,0.64912056,,,,,
"Kumagai, Heng",Business Administration,female,Other,42,0.649134007,,,,,
"Shen, Justin",Engineering,male,Other,39,0.64914555,,,,,
"Miller, Kelley",Communication,female,White,31,0.649160957,,,,,
"Hardman, Vincent",Engineering,male,White,39,0.649168645,,,,,
"Siechert, Jennifer",Architecture,female,White,36,0.649210952,,,,,
"Khvay, An",Liberal Arts,female,Asian/Pacific Islander,28,0.649224815,,,,,
"Arend, Alicia",Education,female,White,35,0.649231344,,,,,
"Moreno, Brendan",Liberal Arts,male,Hispanic,23,0.649233419,,,,,
"Chavez Cabrera, Aaliyah",Natural Sciences,female,Hispanic,35,0.64927149,,,,,
"Salinas, Juan",Natural Sciences,male,Hispanic,33,0.649271994,,,,,
"Shoemaker, Mackenzie",Engineering,female,White,51,0.649307044,,,,,
"Westerfield, Anthony",Natural Sciences,male,White,42,0.649315488,,,,,
"Wilson, Joseph",Communication,male,White,30,0.649344696,,,,,
"Quitugua, Michael",Business Administration,male,Asian/Pacific Islander,38,0.649346667,,,,,
"Le, Katrina",Engineering,female,Asian/Pacific Islander,52,0.649370112,,,,,
"Rico, Francisco",Natural Sciences,male,Hispanic,37,0.649385214,,,,,
"Kelly, Ashley",Liberal Arts,female,Other,39,0.649401858,,,,,
"Van Zee, Maverick",Business Administration,male,Asian/Pacific Islander,39,0.649413624,,,,,
"Fell, Amber",Communication,female,White,38,0.649424804,,,,,
"Montgomery, Deaja",Natural Sciences,female,Black,34,0.649450681,,,,,
"Burnett, Christopher",Fine Arts,male,Black,42,0.649464543,,,,,
"Johnson, Autumn",Communication,female,White,47,0.64946471,,,,,
"Carrillo, Austin",Education,male,Hispanic,28,0.649578238,,,,,
"Linnebur, Taylor",Nursing,female,White,44,0.649578979,,,,,
"Cordova, Anthony",Liberal Arts,male,Hispanic,26,0.649620453,,,,,
"Vo, Tmorchi",Engineering,male,Asian/Pacific Islander,39,0.649627303,,,,,
"Williamson, Zachary",Undergraduate Studies,male,White,32,0.649630118,,,,,
"Kuge, Charles",Natural Sciences,male,Asian/Pacific Islander,53,0.649636377,,,,,
"Buenrostro, Alyssa",Nursing,female,Hispanic,57,0.649670892,,,,,
"Wukitsch, Jake",Business Administration,male,White,32,0.649699115,,,,,
"Davila, Seher",Liberal Arts,male,Asian/Pacific Islander,26,0.649731761,,,,,
"Gonzalez, Karen",Business Administration,female,Hispanic,42,0.649744565,,,,,
"Gaylord, Jesse",Undergraduate Studies,female,White,26,0.649763624,,,,,
"Sansoni, Jesus",Education,male,Hispanic,37,0.649818527,,,,,
"Nguyen, John",Natural Sciences,male,Asian/Pacific Islander,42,0.649848073,,,,,
"Lane, Thomas",Liberal Arts,male,White,30,0.649885509,,,,,
"Ferguson, Jason",Business Administration,male,White,44,0.649900868,,,,,
"Guerrero, Caden",Liberal Arts,male,White,26,0.649905261,,,,,
"Murrow, Bethanie",Liberal Arts,female,White,31,0.649920548,,,,,
"Rivera, Jordan",Education,male,Asian/Pacific Islander,33,0.649931745,,,,,
"Drake, Florian",Liberal Arts,male,White,25,0.649972433,,,,,
"Czarnecki, Lee",Liberal Arts,male,White,29,0.64999998,,,,,
"Green, Jenna",Education,female,White,50,0.650074177,,,,,
"Porter, Samantha",Natural Sciences,female,White,44,0.650163007,,,,,
"Kim, Josie",Natural Sciences,female,Asian/Pacific Islander,53,0.650174432,,,,,
"Burch, Jose",Undergraduate Studies,male,Hispanic,29,0.650177727,,,,,
"Cadwallader, Ayla",Business Administration,female,White,36,0.650207259,,,,,
"Seth, Alexandria",Liberal Arts,female,Asian/Pacific Islander,33,0.650282353,,,,,
"Thramann, Ian",Natural Sciences,male,White,34,0.6502848,,,,,
"Torres-Luevano, Luis",Liberal Arts,male,Hispanic,29,0.650284819,,,,,
"New, Cassandra",Natural Sciences,female,Asian/Pacific Islander,36,0.650290767,,,,,
"Goins, Sadie",Natural Sciences,female,Hispanic,37,0.650306571,,,,,
"Seto, Christi",Business Administration,female,Asian/Pacific Islander,43,0.65032173,,,,,
"Jones, Jason",Liberal Arts,male,White,30,0.650327253,,,,,
"Fiscus, Abigail",Education,female,White,39,0.650328317,,,,,
"Burge, Matthew",Business Administration,male,White,60,0.650351499,,,,,
"Silva Espinoza, Cristen",Education,male,Hispanic,24,0.650390652,,,,,
"Settles, Caleb",Liberal Arts,male,White,29,0.650493674,,,,,
"Towner, Rebecca",Engineering,female,White,42,0.650516088,,,,,
"Bradshaw, Richard",Natural Sciences,male,White,32,0.650528468,,,,,
"Taylor, Carley",Undergraduate Studies,female,White,31,0.650534484,,,,,
"Buehler, Katherine",Communication,female,Asian/Pacific Islander,32,0.650587701,,,,,
"Methuselah, Kevin",Natural Sciences,male,Asian/Pacific Islander,35,0.650595718,,,,,
"Hodge, Cody",Engineering,male,White,34,0.650628554,,,,,
"Rons, Ashley",Business Administration,female,White,38,0.650637966,,,,,
"Nuhn, Rachel",Liberal Arts,female,White,28,0.650667075,,,,,
"Lucero, Patricia",Liberal Arts,female,Hispanic,33,0.650734839,,,,,
"Hernandez, Maria",Liberal Arts,female,Hispanic,30,0.650754007,,,,,
"Henry, Tiffany",Natural Sciences,female,White,38,0.650781527,,,,,
"Freiheit, Ryan",Business Administration,male,White,33,0.650781645,,,,,
"Huynh, Silvester",Business Administration,male,Asian/Pacific Islander,35,0.650800392,,,,,
"Imran, Kara",Natural Sciences,female,Asian/Pacific Islander,35,0.650915274,,,,,
"Anthony, Aleesha",Communication,female,Black,46,0.650927198,,,,,
"Fullen, Bryan",Liberal Arts,male,White,25,0.650940914,,,,,
"Lee, Lauren",Natural Sciences,female,Asian/Pacific Islander,48,0.650945371,,,,,
"Brown, Zaria",Liberal Arts,female,Black,27,0.650965315,,,,,
"Gomez, Joanna",Natural Sciences,female,Hispanic,36,0.65099506,,,,,
"Nguyen, Miles",Natural Sciences,male,Asian/Pacific Islander,42,0.651001694,,,,,
"Snarich, Jammie",Engineering,female,White,37,0.651055863,,,,,
"Fu, Austin",Natural Sciences,male,Asian/Pacific Islander,36,0.651094797,,,,,
"Townsend, Geliscia",Fine Arts,female,Black,39,0.651157322,,,,,
"Gonzalez, Yareth",Natural Sciences,female,Hispanic,34,0.651290763,,,,,
"Mayber, Oliver",Communication,male,White,29,0.651308685,,,,,
"Barr, Shailee",Communication,female,White,39,0.651407171,,,,,
"Macdougall, Andrew",Engineering,male,Asian/Pacific Islander,52,0.651408987,,,,,
"Senesac, Kaylin",Communication,female,White,38,0.651446731,,,,,
"Rudolph, Kendra",Natural Sciences,female,White,32,0.651500068,,,,,
"Green, Nicole",Natural Sciences,female,White,30,0.65155044,,,,,
"Austin, Levi",Natural Sciences,male,White,35,0.651559704,,,,,
"Jones, Riza",Liberal Arts,female,White,31,0.651588475,,,,,
"Yousaf, Castine",Natural Sciences,female,Asian/Pacific Islander,37,0.651607806,,,,,
"Tracy, John",Undergraduate Studies,male,Hispanic,31,0.651637958,,,,,
"Teodoro-Madero, Francisco",Natural Sciences,male,Hispanic,27,0.651650968,,,,,
"Hernandez, Alexander",Liberal Arts,male,Hispanic,34,0.651736366,,,,,
